"plan_name", "company","adult" ,"young_adult_age_25", "young_adult_age_24", "young_adult_age_23", "young_adult_age_22", "young_adult_age_21", "young_adult_age_20", "young_adult_age_19", "young_adult_age_18", "child_one", "child_two", "child_three", "child_four", "newborn","date"
"Parents and Kids Plan","Vhi","1635.76","1470.59","1287.01","1103.44","919.86","749.02","461.95","461.95","461.95","317.38","317.38","317.38","0","0","2018-07-01"
"PMI 35 13","Vhi","1202.66","1076.44","936.17","796.72","684.51","572.3","411.2","411.2","411.2","307.96","307.96","307.96","0","0","2018-07-01"
"PMI 36 13","Vhi","1242.42","1112.62","968.38","824.13","703.91","588.51","419.27","419.27","419.27","311.56","311.56","311.56","0","0","2018-07-01"
"PMI 37 13","Vhi","1075.22","960.48","832.96","724.35","622.34","520.31","367.27","367.27","367.27","275.45","275.45","275.45","0","0","2018-07-01"
"Smart Plan 150","Vhi","855.17","768.18","683.76","599.35","514.94","430.52","310.46","310.46","310.46","234.48","234.48","234.48","0","0","2018-07-01"
"Smart Plan 250","Vhi","765.35","696.48","619.94","543.42","466.88","390.34","298.67","298.67","298.67","229.79","229.79","229.79","0","0","2018-07-01"
"Smart Plan 500","Vhi","680","618.81","550.82","482.81","414.81","346.81","285.95","285.95","285.95","225.1","225.1","225.1","0","0","2018-07-01"
"Smart Plan Family","Vhi","920.83","819.97","726.31","636.65","546.98","457.32","324.57","324.57","324.57","243.86","243.86","243.86","0","0","2018-07-01"
"Start Plan","Vhi","439.93","400.35","356.36","312.37","268.38","224.38","136.59","136.59","136.59","103.46","103.46","103.46","0","0","2018-07-01"
"Start Plan 250","Vhi","731.68","665.86","592.7","519.54","446.36","373.19","178.9","178.9","178.9","119.7","119.7","119.7","0","0","2018-07-01"
"Teachers Plan","Vhi","1568.04","1408.96","1232.15","1055.36","878.54","721.4","521.93","521.93","521.93","370.24","370.24","370.24","0","0","2018-07-01"
"Teachers Plan Select","Vhi","1276.79","1143.92","996.24","848.57","720.7","602.55","417.3","417.3","417.3","158.38","158.38","158.38","0","0","2018-07-01"
"Company Plan","Vhi","1","936.91","811.99","709.64","609.7","509.75","359.8","359.8","359.8","269.86","269.86","269.86","0","0","2018-03-01"
"Company Plan Executive","Vhi","3","3.00","2","2","2","1","1","1","1","885.01","885.01","885.01","0","0","2018-03-01"
"Company Plan Executive Excess","Vhi","3","2.00","2","2","1","1","959.24","959.24","959.24","802.33","802.33","802.33","0","0","2018-03-01"
"Company Plan Extra","Vhi","1","1.00","1","1","910.05","742.47","522.29","522.29","522.29","366.82","366.82","366.82","0","0","2018-03-01"
"Company Plan Extra Level 2","Vhi","1","1.00","1","1","877.67","720.8","518.76","518.76","518.76","381.58","381.58","381.58","0","0","2018-03-01"
"Company Plan Extra Level 3","Vhi","1","1.00","1","1","990.87","796.53","585.67","585.67","585.67","435.92","435.92","435.92","0","0","2018-03-01"
"Company Plan Extra Level 2 Excess","Vhi","1","1.00","1","1","897.99","734.4","529.67","529.67","529.67","389.4","389.4","389.4","0","0","2018-03-01"
"Company Plan Extra Select","Vhi","1","1.00","945.89","804.43","690.37","577.21","358.94","358.94","358.94","257.09","257.09","257.09","0","0","2018-03-01"
"Company Plan Plus Level 2","Vhi","1","1.00","1","859.32","728.11","608.74","437.1","437.1","437.1","322.26","322.26","322.26","0","0","2018-03-01"
"Company Plan Plus Level 1.4","Vhi","1","1.00","876.03","754.54","648.28","542.02","382.58","382.58","382.58","286.93","286.93","286.93","0","0","2018-03-01"
"Company Plan Plus Select","Vhi","1","1.00","941.61","800.68","687.78","575.04","407.36","407.36","407.36","304.42","304.42","304.42","0","0","2018-03-01"
"Company Plan Starter","Vhi","695.79","633.19","563.62","494.03","424.46","354.87","264.41","264.41","264.41","201.78","201.78","201.78","0","0","2018-03-01"
"Corporate Plan","Vhi","1","1.00","987.22","840.64","715.27","598.02","427.63","427.63","427.63","316.58","316.58","316.58","0","0","2018-03-01"
"Family Plan Level 2","Vhi","1","905.49","787.22","690.03","592.84","495.66","367.13","367.13","367.13","291.54","291.54","291.54","0","0","2018-03-01"
"Family Plan Plus Level 2","Vhi","1","1.00","1","1","853.16","704.41","504.98","504.98","504.98","475.29","475.29","475.29","0","0","2018-03-01"
"First Plan Level 2","Vhi","971.74","866.35","759.34","665.58","571.86","478.13","349.75","349.75","349.75","281.22","281.22","281.22","0","0","2018-03-01"
"First Plan Plus Level 2","Vhi","1","1.00","1","1","839.77","695.45","504.65","504.65","504.65","478.09","478.09","478.09","0","0","2018-03-01"
"Forward Plan Level 2","Vhi","3","2.00","2","2","1","1","936.25","936.25","936.25","901.35","901.35","901.35","0","0","2018-03-01"
"Health Access","Vhi","1","1.00","1","1","915.02","745.79","521.46","521.46","521.46","365.57","365.57","365.57","0","0","2018-03-01"
"HealthPlus Access (Plan B)","Vhi","1","1.00","1","1","1","913.6","612.36","612.36","612.36","415.86","415.86","415.86","0","0","2018-03-01"
"HealthPlus Choice (Plan C)","Vhi","2","2.00","2","1","1","1","728.73","728.73","728.73","694.79","694.79","694.79","0","0","2018-03-01"
"HealthPlus Excess (Plan B Excess)","Vhi","1","1.00","1","1","992.84","797.83","564.82","564.82","564.82","391.07","391.07","391.07","0","0","2018-03-01"
"HealthPlus Extra (Plan B Options)","Vhi","2","2.00","1","1","1","1","688.59","688.59","688.59","456.81","456.81","456.81","0","0","2018-03-01"
"HealthPlus Platinum (Plan E)","Vhi","4","4.00","3","3","2","2","922.61","922.61","922.61","897.82","897.82","897.82","0","0","2018-03-01"
"HealthPlus Premium (Plan D)","Vhi","3","2.00","2","2","1","1","778.04","778.04","778.04","757.08","757.08","757.08","0","0","2018-03-01"
"Nurses Plan","Vhi","1","1.00","1","1","910.3","742.64","540.24","540.24","540.24","381.14","381.14","381.14","0","0","2018-03-01"
"Nurses Plan Select","Vhi","1","1.00","1","879.44","741.93","620.3","432.53","432.53","432.53","160.91","160.91","160.91","0","0","2018-03-01"
"One + Plan","Vhi","1","1.00","886.34","761.79","654.5","547.22","379.54","379.54","379.54","283.43","283.43","283.43","0","0","2018-03-01"
"One Plan","Vhi","1","988.38","857.8","741.77","637.3","532.83","386.42","386.42","386.42","292.86","292.86","292.86","0","0","2018-03-01"
"One Plan 151","Vhi","947.59","844.36","743.68","651.87","560.06","468.25","329.83","329.83","329.83","248.91","248.91","248.91","0","0","2018-03-01"
"One Plan 251","Vhi","855.04","768.10","683.7","599.3","514.9","430.49","319.5","319.5","319.5","245.22","245.22","245.22","0","0","2018-03-01"
"One Plan 501","Vhi","731.31","665.52","592.4","519.27","446.14","373.01","270.58","270.58","270.58","205.09","205.09","205.09","0","0","2018-03-01"
"One Plan Access (Plan A)","Vhi","806.32","732.63","652.13","571.62","491.1","410.61","299.36","299.36","299.36","236.94","236.94","236.94","0","0","2018-03-01"
"One Plan Access Plus (Plan A Option)","Vhi","839.43","756.74","673.58","590.43","507.27","424.13","308.05","308.05","308.05","246.83","246.83","246.83","0","0","2018-03-01"
"One Plan Complete","Vhi","1","1.00","1","1","889.87","728.98","451.68","451.68","451.68","319.6","319.6","319.6","0","0","2018-03-01"
"One Plan Extra","Vhi","1","1.00","1","989.86","822.3","683.76","441.28","441.28","441.28","316.19","316.19","316.19","0","0","2018-03-01"
"One Plan Family","Vhi","1","1.00","895.45","768.18","659.98","551.8","394.02","394.02","394.02","148.55","148.55","148.55","0","0","2018-03-01"
"One Plan Sport","Vhi","1","1.00","875.86","754.44","648.18","541.94","564.08","564.08","564.08","564.08","564.08","564.08","0","0","2018-03-01"
"One Plan Starter","Vhi","509.65","463.82","412.86","361.9","310.92","259.96","198.77","198.77","198.77","153.94","153.94","153.94","0","0","2018-03-01"
"One Plan Starter Day 2 Day","Vhi","611.38","556.39","495.26","434.11","372.98","311.84","250.66","250.66","250.66","196.98","196.98","196.98","0","0","2018-03-01"
"Parents and Kids Excess Plan","Vhi","1","1.00","1","973.91","808.57","674.58","430.84","430.84","430.84","153.86","153.86","153.86","0","0","2018-03-01"
"Parents and Kids Options Plan","Vhi","1","1.00","1","1","989.18","795.38","479.94","479.94","479.94","323.59","323.59","323.59","0","0","2018-03-01"
"Parents and Kids Plan","Vhi","1","1.00","1","1","932","757.14","468.04","468.04","468.04","320.82","320.82","320.82","0","0","2018-03-01"
"PMI 35 14","Vhi","1","1.00","956.85","814.03","696.97","582.71","420.5","420.5","420.5","313.57","313.57","313.57","0","0","2018-03-01"
"PMI 36 14","Vhi","1","1.00","989.65","842.77","716.73","599.22","428.72","428.72","428.72","317.23","317.23","317.23","0","0","2018-03-01"
"PMI 37 14","Vhi","1","985.92","855.6","740.23","635.98","531.72","375.32","375.32","375.32","281.49","281.49","281.49","0","0","2018-03-01"
"Smart Plan 151","Vhi","874.38","782.16","696.21","610.26","524.31","438.36","316.1","316.1","316.1","238.75","238.75","238.75","0","0","2018-03-01"
"Smart Plan 251","Vhi","779.28","709.15","631.22","553.3","475.37","397.44","304.11","304.11","304.11","233.98","233.98","233.98","0","0","2018-03-01"
"Smart Plan 501","Vhi","692.38","630.07","560.84","491.6","422.36","353.12","291.16","291.16","291.16","229.2","229.2","229.2","0","0","2018-03-01"
"Smart Plan Family","Vhi","941.23","838.53","739.53","648.23","556.94","465.63","330.47","330.47","330.47","248.3","248.3","248.3","0","0","2018-03-01"
"Start Plan","Vhi","447.94","407.64","362.85","318.06","273.26","228.47","139.08","139.08","139.08","103.46","103.46","103.46","0","0","2018-03-01"
"Start Plan 251","Vhi","739.46","672.94","598.99","525.06","451.1","377.16","180.81","180.81","180.81","119.7","119.7","119.7","0","0","2018-03-01"
"Teachers Plan","Vhi","1","1.00","1","1","910.3","742.64","540.24","540.24","540.24","381.14","381.14","381.14","0","0","2018-03-01"
"Teachers Plan Select","Vhi","1","1.00","1","879.44","741.93","620.3","432.53","432.53","432.53","160.91","160.91","160.91","0","0","2018-03-01"
"Nurses Plan Select","Vhi","1","1.00","996.24","848.57","720.7","602.55","417.3","417.3","417.3","237.57","237.57","237.57","0","0","2018-10-01"
"One + Plan","Vhi","1","999.94","868.06","748.98","643.49","538.01","373.16","373.16","373.16","209.23","209.23","209.23","0","0","2018-10-01"
"One Plan","Vhi","1","966.51","838.33","728.12","625.57","523.02","379.3","379.3","379.3","216.18","216.18","216.18","0","0","2018-10-01"
"One Plan 150","Vhi","927.08","825.69","730.38","640.22","550.05","459.88","323.94","323.94","323.94","184.01","184.01","184.01","0","0","2018-10-01"
"One Plan 250","Vhi","832.41","751.62","669.04","586.44","503.85","421.26","312.65","312.65","312.65","179.95","179.95","179.95","0","0","2018-10-01"
"One Plan 500","Vhi","715.62","651.24","579.69","508.14","436.57","365.01","264.78","264.78","264.78","151.39","151.39","151.39","0","0","2018-10-01"
"One Plan Access (Plan A)","Vhi","796.59","724.93","645.27","565.62","485.94","406.29","296.22","296.22","296.22","177.7","177.7","177.7","0","0","2018-10-01"
"One Plan Access Plus (Plan A Option)","Vhi","815.03","738.98","657.78","576.58","495.37","414.18","300.82","300.82","300.82","182.21","182.21","182.21","0","0","2018-10-01"
"One Plan Complete","Vhi","1","1.00","1","1","874.28","718.55","443.79","443.79","443.79","236.78","236.78","236.78","0","0","2018-10-01"
"One Plan Extra","Vhi","1","1.00","1","964.34","800.37","669.1","429.67","429.67","429.67","233.42","233.42","233.42","0","0","2018-10-01"
"One Plan Family","Vhi","1","1.00","877.02","755.25","648.87","542.51","387.38","387.38","387.38","219.33","219.33","219.33","0","0","2018-10-01"
"One Plan Sport","Vhi","1","995.97","864.55","746.5","641.36","536.24","557.1","557.1","557.1","394.26","394.26","394.26","0","0","2018-10-01"
"One Plan Starter","Vhi","504.29","458.94","408.51","358.09","307.65","257.22","196.68","196.68","196.68","114.86","114.86","114.86","0","0","2018-10-01"
"One Plan Starter Day 2 Day","Vhi","593.89","540.48","481.09","421.7","362.31","302.92","243.5","243.5","243.5","145.42","145.42","145.42","0","0","2018-10-01"
"Parents and Kids Excess Plan","Vhi","1","1.00","1","961.32","798.2","667.35","425.15","425.15","425.15","229.15","229.15","229.15","0","0","2018-10-01"
"Teachers Plan Select","Vhi","1","1.00","996.24","848.57","720.7","602.55","417.3","417.3","417.3","237.57","237.57","237.57","0","0","2018-10-01"
"Advantage 125 Choice","Laya","1868.88","1765.44","1558.55","1351.66","1144.77","937.88","934.44","934.44","934.44","469.62","0","0","0","0","2017-04-01"
"Advantage 125 Explore","Laya","1404.93","1404.93","1404.93","1404.93","1404.93","1404.93","1404.93","1404.93","1404.93","290.74","0","0","0","0","2017-04-01"
"Advantage 125 Plus","Laya","1597.76","1507.87","1328.1","1148.32","968.54","791.02","798.88","798.88","798.88","359.81","0","0","0","0","2017-04-01"
"Advantage 175 Choice","Laya","1559.58","1471.60","1295.64","1119.69","943.73","774.22","779.79","779.79","779.79","466.77","466.77","466.77","466.77","0","2017-04-01"
"Advantage 175 Explore","Laya","1095.86","1095.86","1095.86","1095.86","1095.86","1095.86","1095.86","1095.86","1095.86","337.26","337.26","337.26","337.26","0","2017-04-01"
"Advantage 175 Plus","Laya","1289.24","1289.24","1289.24","1289.24","1289.24","1289.24","1289.24","1289.24","1289.24","355.71","355.71","355.71","355.71","0","2017-04-01"
"Advantage 250 Choice","Laya","1262.66","1262.66","1262.66","1262.66","1262.66","1262.66","1262.66","1262.66","1262.66","462.45","462.45","462.45","462.45","0","2017-04-01"
"Advantage 250 Explore","Laya","898.43","898.43","898.43","898.43","898.43","898.43","898.43","898.43","898.43","284.85","284.85","284.85","284.85","0","2017-04-01"
"Advantage 250 Plus","Laya","1049.82","1049.82","1049.82","1049.82","1049.82","1049.82","1049.82","1049.82","1049.82","353.98","353.98","353.98","353.98","0","2017-04-01"
"Advantage 375 Choice","Laya","1229.96","1229.96","1229.96","1229.96","1229.96","1229.96","1229.96","1229.96","1229.96","402.74","402.74","402.74","402.74","0","2017-04-01"
"Advantage 375 Explore","Laya","773.08","773.08","773.08","773.08","773.08","773.08","773.08","773.08","773.08","237.14","237.14","237.14","237.14","0","2017-04-01"
"Advantage 375 Plus","Laya","959.62","959.62","959.62","959.62","959.62","959.62","959.62","959.62","959.62","306.38","306.38","306.38","306.38","0","2017-04-01"
"Advantage 500 Choice","Laya","1091.95","1091.95","1091.95","1091.95","1091.95","1091.95","1091.95","1091.95","1091.95","349.51","349.51","349.51","349.51","0","2017-04-01"
"Advantage 500 Explore","Laya","725.9","725.90","725.9","725.9","725.9","725.9","725.9","725.9","725.9","213.12","213.12","213.12","213.12","0","2017-04-01"
"Advantage 500 Plus","Laya","867.22","867.22","867.22","867.22","867.22","867.22","867.22","867.22","867.22","270.23","270.23","270.23","270.23","0","2017-04-01"
"Assure Health","Laya","686.88","686.88","686.88","686.88","686.88","686.88","686.88","686.88","686.88","209.27","209.27","209.27","209.27","0","2017-04-01"
"Assure Ideal","Laya","881.2","881.20","881.2","881.2","881.2","881.2","881.2","881.2","881.2","270.66","270.66","270.66","270.66","0","2017-04-01"
"Assure Protect","Laya","502.8","502.80","502.8","502.8","502.8","502.8","502.8","502.8","502.8","156.27","156.27","156.27","156.27","0","2017-04-01"
"Care Select","Laya","1603.86","1513.67","1333.28","1152.9","972.51","793.7","711.74","711.74","711.74","435.52","435.52","435.52","435.52","0","2017-04-01"
"CompanyCare Choice","Laya","1619.57","1528.59","1346.63","1164.68","982.72","800.76","718.81","718.81","718.81","450.75","450.75","402.87","402.87","0","2017-04-01"
"Company Care Excess No EAP","Laya","1746.65","1649.32","1454.65","1259.99","1065.32","870.66","775.99","775.99","775.99","490.4","490.4","435.36","435.36","0","2017-04-01"
"Company Care Gold","Laya","5002.96","4742.81","4222.52","3702.22","3181.92","2661.63","2241.33","2241.33","2241.33","989.98","989.98","693.12","693.12","0","2017-04-01"
"Company Care (No Excess)","Laya","1949.88","1842.39","1627.4","1412.41","1197.42","982.43","867.45","867.45","867.45","602.14","602.14","483.93","483.93","0","2017-04-01"
"CompanyCare Plus","Laya","2017.89","1907.00","1685.21","1463.42","1241.63","1019.84","898.05","898.05","898.05","678.36","678.36","638.14","638.14","0","2017-04-01"
"Company Care Premium (No Excess)","Laya","3071.92","2908.32","2581.13","2253.94","1926.75","1599.56","1372.36","1372.36","1372.36","853.02","853.02","802.17","802.17","0","2017-04-01"
"Company Care Premium Excess","Laya","2528.83","2392.39","2119.51","1846.62","1573.74","1300.86","1127.97","1127.97","1127.97","673.1","673.1","650.01","650.01","0","2017-04-01"
"Company Care Starter","Laya","1697.35","1602.48","1412.75","1223.01","1033.28","843.54","753.81","753.81","753.81","466.89","466.89","437.08","437.08","0","2017-04-01"
"Company Care Excess","Laya","1830.06","1728.56","1525.55","1322.55","1119.54","916.53","813.53","813.53","813.53","544.26","544.26","465.57","465.57","0","2017-04-01"
"Company Health","Laya","1073.09","1073.09","1073.09","1073.09","1073.09","1073.09","1073.09","1073.09","1073.09","364.45","364.45","278.48","278.48","0","2017-04-01"
"Company Health Plus (No Excess)","Laya","2361.02","2232.97","1976.87","1720.77","1464.66","1208.56","1052.46","1052.46","1052.46","560.14","560.14","488.96","488.96","0","2017-04-01"
"Company Health Plus (No Excess) (No EAP)","Laya","1899.57","1794.59","1584.63","1374.68","1164.72","954.76","844.81","844.81","844.81","540.24","540.24","446.86","446.86","0","2017-04-01"
"Company Health Plus (Excess)","Laya","1923.29","1817.13","1604.8","1392.47","1180.14","967.81","855.48","855.48","855.48","433.31","433.31","348.04","348.04","0","2017-04-01"
